"S0121-16172008000200006-col","Las ideas sobre la ley y el pueblo en la construcción y consolidación de la República chilena (1810-1860)","León León, Marco Antonio","Historia Crítica; (36); 82-101","Historia Crítica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172008000200006&lang=pt" 
"S0121-16172008000200007-col","La justicia en una sociedad de frontera: confictos familiares ante los Juzgados de Paz. El centro sur bonaerense a fines del siglo XIX y principios del XX","de Paz Trueba, Yolanda","Historia Crítica; (36); 102-123","Historia Crítica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172008000200007&lang=pt" 
"S0121-16172008000200004-col","Pueblos, alcaldes y municipios: la justicia local en el mundo hispánico entre Antiguo Régimen y Liberalismo","Morelli, Federica","Historia Crítica; (36); 36-57","Historia Crítica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172008000200004&lang=pt" 
"S0121-16172008000200005-col","La retórica del miedo en la prensa bogotana de 1834","Parada García, Gilberto Enrique","Historia Crítica; (36); 58-81","Historia Crítica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172008000200005&lang=pt" 
"S0121-16172008000200015-col","Afro-Latinoamérica, 1800-2000","Leal, Claudia","Historia Crítica; (36); 243-247","Historia Crítica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172008000200015&lang=pt" 
"S0121-16172008000200014-col","El porvenir del pasado: Gilberto Alzate Avendaño, sensibilidad leoparda y democracia. La derecha colombiana de los años treinta","Loaiza Cano, Gilberto","Historia Crítica; (36); 234-242","Historia Crítica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172008000200014&lang=pt" 
"S0121-16172008000200011-col","Historia, literatura y narración","Ordoñez Díaz, Leonardo","Historia Crítica; (36); 194-222","Historia Crítica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172008000200011&lang=pt" 
"S0121-16172008000200010-col","La convocatoria del primer Concilio neogranadino (1868): un esfuerzo de la jerarquía católica para restablecer la disciplina eclesiástica","Marín Tamayo, John Jairo","Historia Crítica; (36); 174-193","Historia Crítica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172008000200010&lang=pt" 
"S0121-16172008000200013-col","La huella del fuego: Historia de los bosques nativos. Poblamiento y cambios en el paisaje del sur de Chile","Cabrera Becerra, Gabriel","Historia Crítica; (36); 228-234","Historia Crítica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172008000200013&lang=pt" 
"S0121-16172008000200012-col","","Hespanha, António Manuel","Historia Crítica; (36); 223-228","Historia Crítica","Português","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172008000200012&lang=pt" 
