"S2225-62532011001400005-sza","The estimation of platinum flotation grade from froth image features by using artificial neural networks","Marais, C., Aldrich, C.","Journal of the Southern African Institute of Mining and Metallurgy; 111(2); 81-85","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001400005&lang=pt" 
"S2225-62532011001400003-sza","Does thickening save water?","Vietti, A.J., Boshoff, J.C.J., Cope, A.","Journal of the Southern African Institute of Mining and Metallurgy; 111(2); 63-66","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001400003&lang=pt" 
"S2225-62532011001500004-sza","Leachability of nitrided ilmenite in hydrochloric acid","Swanepoel, J.J., van Vuuren, D.S., Heydenrych, M.","Journal of the Southern African Institute of Mining and Metallurgy; 111(3); 137-140","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001500004&lang=pt" 
"S2225-62532011001500006-sza","Effect of process control agent (PCA) on the characteristics of mechanically alloyed Ti-Mg powders","Machio, C., Chikwanda, H.K., Chikosha, S.","Journal of the Southern African Institute of Mining and Metallurgy; 111(3); 149-153","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001500006&lang=pt" 
"S2225-62532011001500008-sza","The use of titanium hydride in blending and mechanical alloying of Ti-Al alloys","Mwamba, I.A., Chown, L.H.","Journal of the Southern African Institute of Mining and Metallurgy; 111(3); 159-165","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001500008&lang=pt" 
"S2225-62532011001500011-sza","Solidification of an Al-Zn alloy during semi-solid processing","George, S.L., Knutsen, R.D.","Journal of the Southern African Institute of Mining and Metallurgy; 111(3); 183-186","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001500011&lang=pt" 
"S2225-62532011001400008-sza","Stirred milling - new comminution technology in the PGM industry","Rule, C.M.","Journal of the Southern African Institute of Mining and Metallurgy; 111(2); 101-107","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001400008&lang=pt" 
"S2225-62532011001500010-sza","Nitriding of ilmenite and high-grade slag fines","van Vuuren, D.S., Tshilombo, G.T.","Journal of the Southern African Institute of Mining and Metallurgy; 111(3); 173-181","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001500010&lang=pt" 
"S2225-62532011001400002-sza","President&#039;s Corner","Landman, Gys","Journal of the Southern African Institute of Mining and Metallurgy; 111(2); v-v","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001400002&lang=pt" 
"S2225-62532011001500014-sza","In search of low cost titanium: The Fray Farthing Chen (FFC) Cambridge process","Oosthuizen, S.J.","Journal of the Southern African Institute of Mining and Metallurgy; 111(3); 199-202","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001500014&lang=pt" 
