"S2182-51732014000200013-prt","Prevenir nem sempre é o melhor remédio","Anjo, Sara","Revista Portuguesa de Medicina Geral e Familiar; 30(2); 139-140","Revista Portuguesa de Medicina Geral e Familiar","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732014000200013&lang=pt" 
"S2182-51732014000200011-prt","Os Novos Anticoagulantes Orais e o Risco de Hemorragia Intracraniana: Meta-análise para comparação dos novos anticoagulantes orais na Fibrilhação Auricular","Gomes, Luís, Ferreira, Rita","Revista Portuguesa de Medicina Geral e Familiar; 30(2); 134-136","Revista Portuguesa de Medicina Geral e Familiar","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732014000200011&lang=pt" 
"S2182-51732014000200010-prt","Dupla inibição do sistema renina-angiotensina no tratamento da nefropatia diabética: a associação será benéfica?","Costa, Rui Miguel","Revista Portuguesa de Medicina Geral e Familiar; 30(2); 131-133","Revista Portuguesa de Medicina Geral e Familiar","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-51732014000200010&lang=pt" 
"S1850-37482014000200016-arg","ArgenSCORE versus EuroSCORE II","Borracci, Raúl A.","Revista argentina de cardiología; 82(2); 167-170","Revista argentina de cardiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482014000200016&lang=pt" 
"S1850-37482014000200017-arg","La Sociedad Argentina de Cardiología y las políticas de salud","Tajer, Carlos D.","Revista argentina de cardiología; 82(2); 171-171","Revista argentina de cardiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482014000200017&lang=pt" 
"S1850-37482014000200014-arg","Insuficiencia mitral congénita en el adulto: válvula mitral en hamaca o en arcada","Munín, Martín A., Elizari, Amalia, Fernández Rostello, Eduardo","Revista argentina de cardiología; 82(2); 157-158","Revista argentina de cardiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482014000200014&lang=pt" 
"S1850-37482014000200015-arg","Aneurismas coronarios con compromiso de múltiples vasos: descripción de un caso","Del Castillo, Santiago, García Guzzo, María Eugenia, Guzzetti, Ezequiel, Arias, Aníbal, Marenchino, Ricardo, Belziti, César","Revista argentina de cardiología; 82(2); 159-166","Revista argentina de cardiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482014000200015&lang=pt" 
"S1850-37482014000200012-arg","Papel de las imágenes cardíacas avanzadas en la planificación del reemplazo valvular aórtico percutáneo","Maluenda, Gabriel, Oyonarte, Miguel, Sztejfman, Matías","Revista argentina de cardiología; 82(2); 172-176","Revista argentina de cardiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482014000200012&lang=pt" 
"S1850-37482014000200013-arg","Impacto de la ecocardiografía tridimensional","Addetia, Karima, Mor-Avi, Víctor, Lang, Roberto M.","Revista argentina de cardiología; 82(2); 172-176","Revista argentina de cardiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482014000200013&lang=pt" 
"S1850-37482014000200010-arg","Análisis de la deformación auricular longitudinal: alteraciones precoces en hipertensos jóvenes controlados","Deschle, Héctor A., Gantesti, Jessica, Culaciati, Guillermina, Casso, Norberto, Alfie, Laura, Gingins, Mauro, Fernández, Mario, Ottonello, Pablo, Deviggiano, Alejandro","Revista argentina de cardiología; 82(2); 126-132","Revista argentina de cardiología","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482014000200010&lang=pt" 
