ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S2175-80262017000100297-scl","Everybody Behaves Badly: he True Story Behind Hemingway’s Masterpiece he Sun Also Rises.","Townsend, Elisa Correa Santos, Heemann, Christiane","Ilha do Desterro; 70(1); 297-298","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100297&lang=pt" 
"S2175-80262017000100061-scl","Reivindicar o Direito à Cidade: Cooperação, Ocupação, Comunidade","Scardino, Rafaela","Ilha do Desterro; 70(1); 61-67","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100061&lang=pt" 
"S2175-80262017000100027-scl","Ao som do jazz... Os Estados Unidos da América na poesia de Mário de Andrade","Grillo, Angela Teodoro","Ilha do Desterro; 70(1); 27-37","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100027&lang=pt" 
"S2175-80262017000100221-scl","Serguei no México: Greenaway e a representação pós-moderna do artista queer","Cunha, Andrei dos Santos, Indrusiak, Elaine Barros","Ilha do Desterro; 70(1); 221-232","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100221&lang=pt" 
"S2175-80262017000100011-scl","Current Critical Perspectives in Literature, Film, and Cultural studies","Beck, Magali Sperling","Ilha do Desterro; 70(1); 11-16","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100011&lang=pt" 
"S0101-66282017000100007-scl","Editorial","Yazbek, Maria Carmelita, Bravo, Maria Inês Souza, Martinelli, Maria Lúcia","Serviço Social &amp; Sociedade; (128); 7-12","Serviço Social &amp; Sociedade","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282017000100007&lang=pt" 
"S2175-80262017000100051-scl","Pergunte ao pó, de John Fante, e o “sonho americano” dos imigrantes","Ceccagno, Douglas","Ilha do Desterro; 70(1); 51-59","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100051&lang=pt" 
"S2175-80262017000100265-scl","The Preface as Stage: the Theatrical Trope and the Performance of Authorial Identities in The Nineteenth Century","Cáffaro, Geraldo Magela","Ilha do Desterro; 70(1); 265-274","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100265&lang=pt" 
"S0101-66282017000100165-scl","Homenagem às professoras da primeira Escola de Serviço Social no Brasil","Silva, Maria Liduína de Oliveira e","Serviço Social &amp; Sociedade; (128); 165-172","Serviço Social &amp; Sociedade","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282017000100165&lang=pt" 
"S2175-80262017000100257-scl","Nadsat - The Language of Violence: from Novel to Film","Noletto, Israel A. C., Costa, Margareth Torres de Alencar","Ilha do Desterro; 70(1); 257-264","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100257&lang=pt" 
"S2175-80262017000100113-scl","Modalities of Representation and Perception in Michael Ondaatje’s Anil’s Ghost","Renaux, Sigrid","Ilha do Desterro; 70(1); 113-122","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100113&lang=pt" 
"S0101-66282017000100173-scl","A primeira escola de Serviço Social no cenário educacional brasileiro na contemporaneidade: breves notas","Cabral, Maria do Socorro Reis","Serviço Social &amp; Sociedade; (128); 173-177","Serviço Social &amp; Sociedade","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282017000100173&lang=pt" 
"S2175-80262017000100017-scl","Por um lugar no império: inglesidade, pertencimento negro e memória nacional em dois contos de Andrea Levy","Silva, Denise Almeida","Ilha do Desterro; 70(1); 17-26","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100017&lang=pt" 
"S2175-80262017000100233-scl","O American Dream e a cultura das aparências em Little Caesar, de Meryvn LeRoy","Tanaka, Elder Kôei Itikawa","Ilha do Desterro; 70(1); 233-247","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100233&lang=pt" 
"S2175-80262017000100081-scl","River of Blood: George Martin’s Fevre Dream and the Road to Dark Design","Howe, Andrew","Ilha do Desterro; 70(1); 81-89","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100081&lang=pt" 
"S0101-66282017000100054-scl","Agudização da barbárie e desafios ao Serviço Social","Boschetti, Ivanete","Serviço Social &amp; Sociedade; (128); 54-71","Serviço Social &amp; Sociedade","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282017000100054&lang=pt" 
"S0101-66282017000100104-scl","Criminalização das classes subalternas no espaço urbano e ações profissionais do Serviço Social","Duriguetto, Maria Lúcia","Serviço Social &amp; Sociedade; (128); 104-122","Serviço Social &amp; Sociedade","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282017000100104&lang=pt" 
"S2175-80262017000100143-scl","Obituário ontem e hoje: do biográfico fast food a uma &quot;literatura de jornal&quot;","Vieira, Willian","Ilha do Desterro; 70(1); 143-159","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100143&lang=pt" 
"S2175-80262017000100199-scl","Deslocamentos e identidades no gótico australiano: o caso de Picnic at Hanging Rock e Piquenique na Montanha Misteriosa","Rassier, Luciana Wrege, Costa, Cynthia Beatrice","Ilha do Desterro; 70(1); 199-209","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100199&lang=pt" 
"S2175-80262017000100069-scl","Rethinking Motherhood and Motherly Love in Toni Morrison’s Sula and Gloria Naylor’s The Women of Brewster Place","Ribeiro, Ane Caroline, Santos, José de Paiva dos","Ilha do Desterro; 70(1); 69-79","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100069&lang=pt" 
"S0101-66282017000100013-scl","80 anos do Serviço Social no Brasil: a certeza na frente, a história na mão","Iamamoto, Marilda Villela","Serviço Social &amp; Sociedade; (128); 13-38","Serviço Social &amp; Sociedade","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282017000100013&lang=pt" 
"S2175-80262017000100287-scl","Spatial Politics in Tom Stoppard’s Rosencrantz and Guildenstern Are Dead","Kazemi, Elham, Hanif, Mohsen","Ilha do Desterro; 70(1); 287-295","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100287&lang=pt" 
"S2175-80262017000100177-scl","Parody and the Gas Station Sequence in William Shakespeare&#039;s Romeo and Juliet","Cykman, Avital Grubstein de","Ilha do Desterro; 70(1); 177-185","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100177&lang=pt" 
"S2175-80262017000100103-scl","From Samuel Beckett to Nancy Huston: A Poetics of Self-translation","Almeida, Sandra Regina Goulart, Veras, Julia de Vasconcelos Magalhães","Ilha do Desterro; 70(1); 103-112","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100103&lang=pt" 
"S2175-80262017000100299-scl","Tomsom. A Tale of Monstruous Extravagance: Imagining Multilingualism.","Garcia, Régis de Azevedo","Ilha do Desterro; 70(1); 299-301","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100299&lang=pt" 
"S2175-80262017000100091-scl","Entre humanos e bestas: o insólito ficcional em The Great God Pan e Shame","Carreira, Shirley de Souza Gomes","Ilha do Desterro; 70(1); 91-101","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100091&lang=pt" 
"S0101-66282017000100178-scl","Memória e conquistas históricas","Barroco, Maria Lucia","Serviço Social &amp; Sociedade; (128); 178-180","Serviço Social &amp; Sociedade","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282017000100178&lang=pt" 
"S0101-66282017000100072-scl","O Serviço Social aos 80 anos diante de um novo Brasil","Iasi, Mauro Luis","Serviço Social &amp; Sociedade; (128); 72-84","Serviço Social &amp; Sociedade","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282017000100072&lang=pt" 
"S2175-80262017000100135-scl","The Deadly Perception of the Witness: Focalization in Markus Zusak’s The Book Thief","Oliveira, Débora Almeida de, Maggio, Sandra Sirangelo","Ilha do Desterro; 70(1); 135-142","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100135&lang=pt" 
"S0102-85292017000100053-scl","An Inquiry into the Moral and Religious Dimensions of International Politics: the Thought and Contribution of Rui Barbosa","Spode, Raphael","Contexto Internacional; 39(1); 53-73","Contexto Internacional","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292017000100053&lang=pt" 
"S0102-85292017000100223-scl","Governing Disasters: Beyond Risk Culture","Pinheiro, Marta de Araujo","Contexto Internacional; 39(1); 223-225","Contexto Internacional","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292017000100223&lang=pt" 
"S0102-85292017000100117-scl","The Mercosur Experience and Theories of Regional Integration","Caichiolo, Carlos Ricardo","Contexto Internacional; 39(1); 117-134","Contexto Internacional","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292017000100117&lang=pt" 
"S0102-85292017000100035-scl","From the Backstage of War: the Struggle of Mothers in the Favelas of Rio de Janeiro","Santiago, Vinícius, Fernández, Marta","Contexto Internacional; 39(1); 35-52","Contexto Internacional","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-85292017000100035&lang=pt" 
"S2175-80262017000100249-scl","Chronos Sickness: digital reality in Duncan Jones’s Source Code","Kawamoto, Marcia Tiemy Morita","Ilha do Desterro; 70(1); 249-256","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100249&lang=pt" 
"S2175-80262017000100211-scl","Poe, entre o cinema e a literatura: uma leitura intermidiática de The Raven","Gomes, Caio Antônio de Medeiros Nóbrega Nunes, Azerêdo, Genilda","Ilha do Desterro; 70(1); 211-220","Ilha do Desterro","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100211&lang=pt" 
"S2175-80262017000100039-scl","Decolonizing Queer Time: A Critique of Anachronism in Latin@ Writings","Ávila, Eliana de Souza","Ilha do Desterro; 70(1); 39-49","Ilha do Desterro","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-80262017000100039&lang=pt" 
"S1981-77462017000100223-scl","EDUCAÇÃO EM SAÚDE NO PRÉ-NATAL A PARTIR DO REFERENCIAL TEÓRICO DE PAULO FREIRE","Fagundes, Daniely Quintão, Oliveira, Adauto Emmerich","Trabalho, Educação e Saúde; 15(1); 223-243","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100223&lang=pt" 
"S1981-77462017000100013-scl","TRABALHO, SAÚDE E FORMAÇÃO POLÍTICA NA ENQUETE OPERÁRIA DE MARX","Alves, Júlio César Lopardo, Jackson Filho, José Marçal","Trabalho, Educação e Saúde; 15(1); 13-31","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100013&lang=pt" 
"S1981-77462017000100269-scl","A RUPTURA SOCIAL INFANTOJUVENIL E SUA INFERÊNCIA NAS REPRESENTAÇÕES DE CONSELHEIROS TUTELARES","Garbin, Cléa Adas Saliba, Bordin, Danielle, Fadel, Cristina Berger, Garbin, Artênio José Ísper, Saliba, Nemre Adas","Trabalho, Educação e Saúde; 15(1); 269-282","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100269&lang=pt" 
"S1981-77462017000100033-scl","SAÚDE MENTAL E ATENÇÃO BÁSICA: TERRITÓRIO, VIOLÊNCIA E O DESAFIO DAS ABORDAGENS PSICOSSOCIAIS","Prata, Nina Isabel Soalheiro dos Santos, Groisman, Daniel, Martins, Desiane Alves, Rabello, Elaine Teixeira, Mota, Flávio Sagnori, Jorge, Marco Aurélio, Nogueira, Mariana Lima, Calicchio, Renata Ruiz, Vasconcelos, Renata Veloso","Trabalho, Educação e Saúde; 15(1); 33-53","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100033&lang=pt" 
"S1981-77462017000100323-scl","A dimensão financeira da medicina em questão","Castiel, Luis David","Trabalho, Educação e Saúde; 15(1); 323-325","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100323&lang=pt" 
"S1981-77462017000100005-scl","Um novo cenário de atraso e destruição na formação de nível médio no Brasil","Martins, Carla Macedo, Fonseca, Angélica Ferreira, Pronko, Marcela Alexandra","Trabalho, Educação e Saúde; 15(1); 5-6","Trabalho, Educação e Saúde","Inglês, Português, Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100005&lang=pt" 
"S1981-77462017000100055-scl","A PRODUÇÃO DO CONHECIMENTO EM SAÚDE MENTAL E O PROCESSO DE TRABALHO NO CENTRO DE ATENÇÃO PSICOSSOCIAL","Abrahão, Ana Lúcia, Azevedo, Flávia Fasciotti Macedo, Gomes, Maria Paula Cerqueira","Trabalho, Educação e Saúde; 15(1); 55-71","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100055&lang=pt" 
"S1981-77462017000100321-scl","Uma leitura crítica da medicalização em psiquiatria","Whitaker, Robert","Trabalho, Educação e Saúde; 15(1); 321-322","Trabalho, Educação e Saúde","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100321&lang=pt" 
"S1981-77462017000100183-scl","ESTRATÉGIA SAÚDE DA FAMÍLIA E USO RACIONAL DE MEDICAMENTOS: O TRABALHO DOS AGENTES COMUNITÁRIOS EM PALMAS (TO)","Guimarães, Maria Sortênia Alves, Tavares, Noemia Urruth Leão, Naves, Janeth de Oliveira Silva, Sousa, Maria Fátima de","Trabalho, Educação e Saúde; 15(1); 183-203","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100183&lang=pt" 
"S1981-77462017000100301-scl","PRÁTICAS INTEGRATIVAS E COMPLEMENTARES: CONHECIMENTO E CREDIBILIDADE DE PROFISSIONAIS DO SERVIÇO PÚBLICO DE SAÚDE","Gontijo, Mouzer Barbosa Alves, Nunes, Maria de Fátima","Trabalho, Educação e Saúde; 15(1); 301-320","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100301&lang=pt" 
"S1981-77462017000100245-scl","DIREITO HUMANO À ALIMENTAÇÃO ADEQUADA: PERCEPÇÕES E PRÁTICAS DE NUTRICIONISTAS A PARTIR DO AMBIENTE ESCOLAR","Arruda Teo, Carla Rosane Paz, Gallina, Luciara Souza, Busato, Maria Assunta, Cibulski, Taíne Paula, Becker, Tamara","Trabalho, Educação e Saúde; 15(1); 245-267","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100245&lang=pt" 
"S1981-77462017000100095-scl","POLÍTICA DE DESPRECARIZAÇÃO DO TRABALHO EM SAÚDE EM UMA INSTITUIÇÃO FEDERAL DE C&amp;T: A EXPERIÊNCIA DE PROFESSORES E PESQUISADORES","Silva, Priscila Matos Crisostomo da, Souza, Kátia Reis de, Teixeira, Liliane Reis","Trabalho, Educação e Saúde; 15(1); 95-116","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100095&lang=pt" 
"S2237-26602017000100045-scl","Entre Escola e Universidade: dinossauros e caderninhos por uma dramaturgia encarnada","Ferreira, Taís, Hartmann, Luciana, Machado, Marina Marcondes","Revista Brasileira de Estudos da Presença; 7(1); 45-70","Revista Brasileira de Estudos da Presença","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-26602017000100045&lang=pt" 
"S2237-26602017000100071-scl","Motim: laughter&#039;s &#039;relational thinking&#039; as contagion in a process dramaturgy","Marques, Roberta Ramos, Costa, Liana Gesteira","Revista Brasileira de Estudos da Presença; 7(1); 71-98","Revista Brasileira de Estudos da Presença","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-26602017000100071&lang=pt" 
"S0104-026X2017000100099-scl","Contribuições feministas para os estudos acerca do aprisionamento de mulheres","Carvalho, Daniela Tiffany Prado de, Mayorga, Claudia","Revista Estudos Feministas; 25(1); 99-116","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100099&lang=pt" 
"S0104-026X2017000100379-scl","Empoderamento e interdisciplinaridade no combate às violências contra a mulher","Bittelbrun, Gabrielle Vívian","Revista Estudos Feministas; 25(1); 379-381","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100379&lang=pt" 
"S0104-026X2017000100051-scl","Hacia la búsqueda de vidas vivibles. El caso de las Feministes Indignades en Barcelona","Díaz, Alejandra Araiza","Revista Estudos Feministas; 25(1); 51-72","Revista Estudos Feministas","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100051&lang=pt" 
"S0104-026X2017000100117-scl","Gênero, sexo e raça e a formação de subjetividades femininas em Cuba, século XIX","Cabrera, Olga","Revista Estudos Feministas; 25(1); 117-145","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100117&lang=pt" 
"S0104-026X2017000100383-scl","Jogos digitais, identidade e identificação não-masculina / não-heterossexual","Goulart, Lucas Aguiar, Nardi, Henrique Caetano","Revista Estudos Feministas; 25(1); 383-387","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100383&lang=pt" 
"S0104-026X2017000100167-scl","Maternidad y prostitución ¿contradictorias y excluyentes?","Cristoffanini, Macarena Trujillo","Revista Estudos Feministas; 25(1); 167-185","Revista Estudos Feministas","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100167&lang=pt" 
"S0104-026X2017000100315-scl","Educação do corpo: o seriado Mulher e a promoção de mensagens médico-educativas","Almeida, Heloisa Buarque de","Revista Estudos Feministas; 25(1); 315-335","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100315&lang=pt" 
"S0104-026X2017000100269-scl","Consuming Carmen Miranda: Dislocations and dissonances in the reception of an icon","Balieiro, Fernando Figueiredo","Revista Estudos Feministas; 25(1); 269-290","Revista Estudos Feministas","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100269&lang=pt" 
"S0104-026X2017000100241-scl","La mujer en los órganos de gobierno de la Universidad de Sevilla","Llorent-Bedmar, Vicente, Palma, Verónica Cobano-Delgado","Revista Estudos Feministas; 25(1); 241-262","Revista Estudos Feministas","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100241&lang=pt" 
"S0104-026X2017000100397-scl","ERRATA","","Revista Estudos Feministas; 25(1); 397-397","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100397&lang=pt" 
"S0104-026X2017000100347-scl","Is Our Hope Cyborg? Subalternity, Recognition and “Tretas” on the Internet","Carvalho, Mário Felipe de Lima","Revista Estudos Feministas; 25(1); 347-363","Revista Estudos Feministas","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100347&lang=pt" 
"S0104-026X2017000100009-scl","Cultura do estupro: prática e incitação à violência sexual contra mulheres","Sousa, Renata Floriano de","Revista Estudos Feministas; 25(1); 9-29","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100009&lang=pt" 
"S0104-026X2017000100393-scl","Perspectivas feministas africanas e organizações de mulheres em Moçambique","Gasparetto, Vera Fátima","Revista Estudos Feministas; 25(1); 393-396","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100393&lang=pt" 
"S0104-026X2017000100389-scl","Cuidado, cidadania e consubstancialidade: questionando as definições de tempo, trabalho e valor","Mello, Soraia Carolina de","Revista Estudos Feministas; 25(1); 389-391","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100389&lang=pt" 
"S0104-026X2017000100375-scl","A atualidade da obra de Mary Wollstonecraft","Estacheski, Dulceli de Lourdes Tonet, Medeiros, Talita Gonçalves de","Revista Estudos Feministas; 25(1); 375-378","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100375&lang=pt" 
"S0104-026X2017000100337-scl","Reconfigurações da intimidade","Beleli, Iara","Revista Estudos Feministas; 25(1); 337-346","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100337&lang=pt" 
"S0104-026X2017000100147-scl","Narrativas sobre conjugalidade de mulheres que se relacionam com crossdressers","Vencato, Anna Paula","Revista Estudos Feministas; 25(1); 147-165","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100147&lang=pt" 
"S0104-026X2017000100031-scl","Redefinindo as fronteiras do pós-colonial. O feminismo cigano no século XXI","Rea, Caterina Alessandra","Revista Estudos Feministas; 25(1); 31-50","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100031&lang=pt" 
"S0104-026X2017000100215-scl","Como famílias de baixa renda em São Paulo conciliam trabalho e família?","Madalozzo, Regina, Blofield, Merike","Revista Estudos Feministas; 25(1); 215-240","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100215&lang=pt" 
"S0104-026X2017000100187-scl","El aporte de las familias y las mujeres a los cuidados no remunerados en salud en Uruguay","Batthyány, Karina, Genta, Natalia, Perrotta, Valentina","Revista Estudos Feministas; 25(1); 187-213","Revista Estudos Feministas","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100187&lang=pt" 
"S0104-026X2017000100365-scl","Cis By Trans","Rodovalho, Amara Moira","Revista Estudos Feministas; 25(1); 365-373","Revista Estudos Feministas","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100365&lang=pt" 
"S0104-026X2017000100005-scl","Editorial","Wolff, Cristina Scheibe, Lago, Mara Coelho de Souza, Ramos, Tânia Regina de Oliveira","Revista Estudos Feministas; 25(1); 5-7","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100005&lang=pt" 
"S0104-026X2017000100291-scl","“How I became what I am”: an aesthetics of twist cinema in films from the 1960s and 1970s","Bessa, Karla Adriana Martins","Revista Estudos Feministas; 25(1); 291-313","Revista Estudos Feministas","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100291&lang=pt" 
"S0104-026X2017000100263-scl","Gênero, sexualidades e mídias contemporâneas: do pessoal ao político","Miskolci, Richard, Pelúcio, Larissa","Revista Estudos Feministas; 25(1); 263-268","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000100263&lang=pt" 
"S1409-42582017000100161-cri","Necesidades de formación profesional en el ámbito de la primera infancia: Percepción y aportes del estudiantado1","Castillo-Cedeño, Rocío, Ramírez-Abrahams, Patricia, Ruíz-Guevara, Lilian Susana","Revista Electrónica Educare; 21(1); 161-181","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100161&lang=pt" 
"S1409-42582017000100199-cri","Education Programs in Post-Conflict Environments:a Review from Liberia, Sierra Leone, and South Africa1","Barrios-Tao, Hernando, Siciliani-Barraza, José María, Bonilla-Barrios, Bibiana","Revista Electrónica Educare; 21(1); 199-220","Revista Electrónica Educare","Inglês","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100199&lang=pt" 
"S1409-42582017000100420-cri","¿Por qué ha costado tanto transformar las prácticas evaluativas del aprendizaje en el contexto educativo? Ensayo crítico sobre una patología pedagógica pendiente de tratamiento","Hernández-Nodarse, Mario","Revista Electrónica Educare; 21(1); 420-446","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100420&lang=pt" 
"S1409-42582017000100124-cri","Comprensión de textos en soporte digital e impreso y autorregulación del aprendizaje en grupos universitarios de estudiantes de educación1","Flores-Carrasco, Paula Gabriela, Díaz-Mujica, Alejandro, Lagos-Herrera, Irma Elena","Revista Electrónica Educare; 21(1); 124-140","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100124&lang=pt" 
"S1409-42582017000100001-cri","El proceso vocacional del estudiantado universitario en condición de logro y rezago académico: Un análisis desde el enfoque evolutivo de Donald Super","Bulgarelli-Bolaños, Raquel María, Rivera-Rodríguez, José Antonio, Fallas-Vargas, Manuel Arturo","Revista Electrónica Educare; 21(1); 1-24","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100001&lang=pt" 
"S1409-42582017000100350-cri","Estilos de aprendizaje, variables sociodemográficas y rendimiento académico en estudiantes de Ingeniería de Edificación","Alducin-Ochoa, Juan Manuel, Vázquez-Martínez, Ana Isabel","Revista Electrónica Educare; 21(1); 350-380","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100350&lang=pt" 
"S1409-42582017000100326-cri","¿Qué creencias sostienen estudiantes de pedagogía, profesorado en servicio y personal académico formador de docentes,en Chile, sobre la pobreza?1","Gómez-Nocetti, Viviana de Lourdes","Revista Electrónica Educare; 21(1); 326-349","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100326&lang=pt" 
"S1981-77462017000100073-scl","A EDUCAÇÃO PROFISSIONAL TÉCNICA DE NÍVEL MÉDIO EM SAÚDE NA REDE FEDERAL DE EDUCAÇÃO","Boanafina, Anderson, Boanafina, Lilian, Wermelinger, Mônica","Trabalho, Educação e Saúde; 15(1); 73-93","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100073&lang=pt" 
