ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S1981-77462017000100283-scl","AGENTE COMUNITÁRIO DE SAÚDE NO ESPÍRITO SANTO: DO PERFIL ÀS ATIVIDADES DESENVOLVIDAS","Garcia, Ana Claudia Pinheiro, Lima, Rita de Cássia Duarte, Galavote, Heletícia Scabelo, Coelho, Ana Paula Santana, Vieira, Elza Cléa Lopes, Silva, Renata Cristina, Andrade, Maria Angélica Carvalho","Trabalho, Educação e Saúde; 15(1); 283-300","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100283&lang=pt" 
"S1981-77462017000100205-scl","PESQUISA PARTICIPANTE NA ESTRATÉGIA SAÚDE DA FAMÍLIA EM TERRITÓRIOS VULNERÁVEIS: A FORMAÇÃO COLETIVA NO DIÁLOGO PESQUISADOR E COLABORADOR","Moraes, Ramiz Candeloro Pedroso de, Anhas, Danilo de Miranda, Mendes, Rosilda, Frutuoso, Maria Fernanda Petroli, Rosa, Karina Rodrigues Matavelli, Silva, Carlos Roberto de Castro e","Trabalho, Educação e Saúde; 15(1); 205-222","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100205&lang=pt" 
"S1981-77462017000100147-scl","DEZ ANOS DA EDUCAÇÃO PERMANENTE COMO POLÍTICA DE FORMAÇÃO EM SAÚDE NO BRASIL: UM ESTUDO DAS TESES E DISSERTAÇÕES","Figueiredo, Eluana Borges Leitão de, Gouvêa, Mônica Villela, Cortez, Elaine Antunes, Santos, Silvia Cristina Pereira dos, Alóchio, Kyra Vianna, Alves, Lauanna Malafaia da Silva","Trabalho, Educação e Saúde; 15(1); 147-162","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100147&lang=pt" 
"S1409-42582017000100048-cri","Estrategia de gestión de una facultad de ingeniería:Impacto de su aplicación","Dimas-Rangel, María Isabel, Torres-Bugdud, Arturo, Palomares-Ruíz, María Blanca E.","Revista Electrónica Educare; 21(1); 48-73","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100048&lang=pt" 
"S1409-42582017000100397-cri","Hacia una Universidad de convivencia saludable: Percepción de un grupo de estudiantes de bachillerato del Centro de Investigación y Docencia en Educación (CIDE)","Castillo-Cedeño, Ileana, Flores-Davis, Luz Emilia, Miranda-Cervantes, Giselle","Revista Electrónica Educare; 21(1); 397-419","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100397&lang=pt" 
"S1409-42582017000100074-cri","El desarrollo auditivo en la primera infancia: Compendio de evidencias científicas relevantes para el profesorado","Angel-Alvarado, Rolando","Revista Electrónica Educare; 21(1); 74-81","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100074&lang=pt" 
"S1409-42582017000100288-cri","Influencia de las actividades audio-musicales en la adquisiciónde la lectoescritura en niños y niñas de cinco años","Magán-Hervás, Alexandra, Gértrudix-Barrio, Felipe","Revista Electrónica Educare; 21(1); 288-309","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100288&lang=pt" 
"S1409-42582017000100182-cri","Registro de prácticas discentes: Instrumento reflexivo para el estudiante en salud mental y geriatría","Abades-Porcel, Mercedes, Sirvent-Angulo, Montserrat","Revista Electrónica Educare; 21(1); 182-198","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100182&lang=pt" 
"S1409-42582017000100267-cri","Mirada de la comunidad educativa acerca del desempeño de directivas educativas: Algunas reflexiones","Vargas-Jiménez, Ileana","Revista Electrónica Educare; 21(1); 267-287","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100267&lang=pt" 
"S1409-42582017000100243-cri","La construcción del significado psicológico del concepto profesor o profesora por parte de grupos universitariosde estudiantes de pedagogía","Aguilar-Correa, Cristián Manuel","Revista Electrónica Educare; 21(1); 243-266","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100243&lang=pt" 
"S1409-42582017000100221-cri","Participación de las mujeres en la carrera de Ingeniería Informática de la Universidad Nacional y su desempeño en los cursos de programación","Mora-Rivera, Sonia, Coto-Chotto, Mayela, Villalobos-Murillo, Johnny","Revista Electrónica Educare; 21(1); 221-242","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100221&lang=pt" 
"S1409-42582017000100141-cri","Adquisición de la lectura experta en estudiantes costarricenses mediante las estrategias pictofónicas1","Carpio-Brenes, María de los Ángeles","Revista Electrónica Educare; 21(1); 141-160","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100141&lang=pt" 
"S1409-42582017000100447-cri","Educar en espacios comunitarios de participación, cooperación y ecodesarrollo desde una perspectiva ecofeminista","Melero-Aguilar, Noelia, Limón-Domínguez, Dolores","Revista Electrónica Educare; 21(1); 447-457","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100447&lang=pt" 
"S1409-42582017000100082-cri","La formación académica del director coral y sus herramientas para el desarrollo de coros infantiles. Situación actualen Costa Rica y España","Chaves-Cordero, Carlos Fernando, Escamilla-Fonseca, Catalina","Revista Electrónica Educare; 21(1); 82-104","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100082&lang=pt" 
"S1409-42582017000100105-cri","Influencia del tipo de centro en la práctica deportiva y las actividades de tiempo libre de escolares","Arufe-Giráldez, Víctor, Chacón-Cuberos, Ramón, Zurita-Ortega, Félix, Lara-Sánchez, Amador, Castro-García, Denís","Revista Electrónica Educare; 21(1); 105-123","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100105&lang=pt" 
"S1409-42582017000100381-cri","Características de la expresión emocional en los escolares primarios y su manejo desde la perspectiva del personal docente-educativo","Cassinda-Vissupe, María Domingas, Angulo-Gallo, Lisandra, Guerra-Morales, Vivian Margarita","Revista Electrónica Educare; 21(1); 381-396","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100381&lang=pt" 
"S1409-42582017000100310-cri","Desenvolvimento de um modelo de análise das perspetivas da Ciência, do Indivíduo e da Sociedade no Ensino das Ciências","doCarmo, José Manuel","Revista Electrónica Educare; 21(1); 310-325","Revista Electrónica Educare","Português","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100310&lang=pt" 
"S1409-42582017000100458-cri","Evolución conceptual e importancia de la andragogía para la optimización del alcance de los programas y proyectos académicos universitarios de desarrollo rural","Azofeifa-Bolaños, José Bernal","Revista Electrónica Educare; 21(1); 458-473","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100458&lang=pt" 
"S1981-77462017000100117-scl","AGRONEGÓCIO E AGROTÓXICOS: IMPACTOS À SAÚDE DOS TRABALHADORES AGRÍCOLAS NO NORDESTE BRASILEIRO","Araújo, Isabelle Maria Mendes de, Oliveira, Ângelo Giuseppe Roncalli da Costa","Trabalho, Educação e Saúde; 15(1); 117-129","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100117&lang=pt" 
"S1981-77462017000100131-scl","A AMPLIAÇÃO DAS EQUIPES DE SAÚDE DA FAMÍLIA E O PROGRAMA MAIS MÉDICOS NOS MUNICÍPIOS BRASILEIROS","Miranda, Gabriella Morais Duarte, Mendes, Antonio da Cruz Gouveia, Silva, Ana Lúcia Andrade da, Santos Neto, Pedro Miguel dos","Trabalho, Educação e Saúde; 15(1); 131-145","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100131&lang=pt" 
"S1981-77462017000100163-scl","PRECARIZAÇÃO E FRAGMENTAÇÃO DO TRABALHO NA ESTRATÉGIA SAÚDE DA FAMÍLIA: IMPACTOS EM SANTA MARIA (RS)","Schimith, Maria Denise, Brêtas, Ana Cristina Passarella, Simon, Bruna Sodré, Brum, Dyan Jamilles Teixeira, Alberti, Gabriela Fávero, Bidó, Maria de Lourdes Denardin, Gomes, Taís Falcão","Trabalho, Educação e Saúde; 15(1); 163-182","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100163&lang=pt" 
"S1409-42582017000100025-cri","Exigencias didácticas del curso Defensa Civil impartido en la carrera de Medicina de la Universidad de Ciego de Ávila","Martínez-Díaz, Yeniska, Pla-López, Ramón","Revista Electrónica Educare; 21(1); 25-47","Revista Electrónica Educare","Espanhol","2017","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582017000100025&lang=pt" 
"S0104-71832017000100009-scl","Apresentação","Rohden, Fabíola, Russo, Jane A., Roca, Alejandra","Horizontes Antropológicos; 23(47); 9-26","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100009&lang=pt" 
"S0104-71832017000100351-scl","Pentecostais, sexualidade e família no Congresso Nacional","Machado, Maria das Dores Campos","Horizontes Antropológicos; 23(47); 351-380","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100351&lang=pt" 
"S0104-71832017000100325-scl","Práticas e sentidos da aprendizagem na prostituição","França, Marina","Horizontes Antropológicos; 23(47); 325-349","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100325&lang=pt" 
"S0104-71832017000100227-scl","Las paradojas de la (in)visibilidad. Trayectorias de vida de las personas transmasculinas en la Argentina contemporánea","Álvarez Broz, Mariana","Horizontes Antropológicos; 23(47); 227-258","Horizontes Antropológicos","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100227&lang=pt" 
"S0104-71832017000100163-scl","A fixação e a transitoriedade do gênero molecular","Tramontano, Lucas","Horizontes Antropológicos; 23(47); 163-189","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100163&lang=pt" 
"S0104-71832017000100029-scl","Vida saudável versus vida aprimorada: tecnologias biomédicas, processos de subjetivação e aprimoramento","Rohden, Fabíola","Horizontes Antropológicos; 23(47); 29-60","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100029&lang=pt" 
"S0104-71832017000100383-scl","Entrevista com Amade M’charek","Duarte, Larissa Costa, Besen, Lucas Riboli","Horizontes Antropológicos; 23(47); 383-399","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100383&lang=pt" 
"S0104-71832017000100442-scl","GLOWCZEWSKI, Barbara. Devires totêmicos: cosmopolítica do sonho. Tradução: Jamille Pinheiro e Abrahão de Oliveira Santos. São Paulo: n-1 edições, 2015. 352 p. Edição bilíngue.","Prates, Maria Paula","Horizontes Antropológicos; 23(47); 442-445","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100442&lang=pt" 
"S0104-71832017000100423-scl","GUIMARÃES, Roberta Sampaio. A utopia da Pequena África: projetos urbanísticos, patrimônios e conflitos na Zona Portuária carioca. Rio de Janeiro: FGV, 2014. 248 p.","Davies, Frank Andrew","Horizontes Antropológicos; 23(47); 423-429","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100423&lang=pt" 
"S0104-71832017000100419-scl","DAWSON, Allan Charles. In light of Africa: globalizing blackness in northeast Brazil. Toronto: University of Toronto Press, 2014. 198 p.","Banaggia, Gabriel","Horizontes Antropológicos; 23(47); 419-422","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100419&lang=pt" 
"S0104-71832017000100401-scl","Entrevista com George Marcus","Silva, Patrícia Kunrath","Horizontes Antropológicos; 23(47); 401-416","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100401&lang=pt" 
"S0104-71832017000100438-scl","LAGUARDA RUIZ, Rodrigo. De sur a norte: chilangos gays en Toronto. México: Instituto Mora, 2015. 93 p.","Jiménez Marce, Rogelio","Horizontes Antropológicos; 23(47); 438-441","Horizontes Antropológicos","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100438&lang=pt" 
"S0104-71832017000100446-scl","SANTOS, Luciano Cardenes dos. Etnografia sateré-mawé: Sahu-Apé, cultura e turismo. Manaus: Valer Cultural, 2015. 298 p.","Silva, Rosijane Evangelista da","Horizontes Antropológicos; 23(47); 446-450","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100446&lang=pt" 
"S0104-71832017000100430-scl","STRATHERN, Marilyn. O efeito etnográfico e outros ensaios. Coordenação editorial: Florencia Ferrari. Tradução: Iracema Dullei, Jamille Pinheiro e Luísa Valentini. São Paulo: Cosac Naify, 2014. 576 p.","Gomes, Rodrigo Cantos Savelli","Horizontes Antropológicos; 23(47); 430-433","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100430&lang=pt" 
"S0104-71832017000100061-scl","Testosterona, desejo sexual e conflito de interesse: periódicos biomédicos como espaços privilegiados de expansão do mercado de medicamentos","Faro, Livi, Russo, Jane A.","Horizontes Antropológicos; 23(47); 61-92","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100061&lang=pt" 
"S0104-71832017000100191-scl","Além do masculino/feminino: gênero, sexualidade, tecnologia e performance no esporte sob perspectiva crítica","Camargo, Wagner Xavier, Kessler, Cláudia Samuel","Horizontes Antropológicos; 23(47); 191-225","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100191&lang=pt" 
"S0104-71832017000100093-scl","Sob a pele: implantes subcutâneos, hormônios e gênero","Manica, Daniela, Nucci, Marina","Horizontes Antropológicos; 23(47); 93-129","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100093&lang=pt" 
"S0104-71832017000100131-scl","Os perigos subsumidos na contracepção de emergência: moralidades e saberes em jogo","Brandão, Elaine Reis, Cabral, Cristiane da Silva, Ventura, Miriam, Paiva, Sabrina Pereira, Bastos, Luiza Lena, Oliveira, Naira V. B. Vidal, Szabo, Iolanda","Horizontes Antropológicos; 23(47); 131-161","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100131&lang=pt" 
"S0104-71832017000100259-scl","A vagina pós-orgânica: intervenções e saberes sobre o corpo feminino acerca do “embelezamento íntimo”","Silva, Marcelle Jacinto da, Paiva, Antonio Cristian Saraiva, Costa, Irlena Maria Malheiros da","Horizontes Antropológicos; 23(47); 259-281","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100259&lang=pt" 
"S0104-71832017000100283-scl","Gerontologia LGBT: velhice, gênero, sexualidade e a constituição dos “idosos LGBT”","Henning, Carlos Eduardo","Horizontes Antropológicos; 23(47); 283-323","Horizontes Antropológicos","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832017000100283&lang=pt" 
