"S1414-32832016000100199-spa","O SUS é interprofissional","Peduzzi, Marina","Interface - Comunicação, Saúde, Educação; 20(56); 199-201","Interface - Comunicação, Saúde, Educação","Inglês, Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832016000100199&lang=pt" 
"S1414-32832016000100261-spa","Direito à saúde: o Sistema Único de Saúde (SUS) está em risco?","Campos, Gastão Wagner de Sousa, Bedrikow, Rubens, Santos, Júlia Amorim, Terra, Lilian Soares Vidal, Fernandes, Juliana Azevedo, Borges, Fabiano Tonaco","Interface - Comunicação, Saúde, Educação; 20(56); 261-266","Interface - Comunicação, Saúde, Educação","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832016000100261&lang=pt" 
"S2236-89062016000100077-scl","Miconia Ruiz &amp; Pav. no Núcleo Curucutu, Parque Estadual da Serra do Mar, Estado de São Paulo, Brasil","Rodrigues-Lima, Adenilsa Aparecida, Affonso, Paulo","Hoehnea; 43(1); 77-86","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100077&lang=pt" 
"S1578-25492016000100012-esp","Resúmenes de las comunicaciones libres","","Archivos de Prevención de Riesgos Laborales; 19(1); 53-71","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100012&lang=pt" 
"S1578-25492016000100011-esp","Departamento de Empresa y Empleo de la Generalitat de Catalunya","","Archivos de Prevención de Riesgos Laborales; 19(1); 47-52","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100011&lang=pt" 
"S1578-25492016000100010-esp","Instituto Nacional de Seguridad e Higiene en el Trabajo","","Archivos de Prevención de Riesgos Laborales; 19(1); 43-46","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100010&lang=pt" 
"S1578-25492016000100007-esp","Factores de riesgo psicosocial y trastornos musculoesqueléticos en personal de enfermería hospitalario","Artazcoz, Lucía","Archivos de Prevención de Riesgos Laborales; 19(1); 35-36","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100007&lang=pt" 
"S2236-89062016000100027-scl","Ocorrência e autoecologia de Acanthoceras zachariasii (Brun) Simonsen (Chaetocerales, Coscinodiscophyceae) na região centro-norte do Brasil","Morais, Raquel Rezende de, Nogueira, Ina de Souza, Artigas, L. Felipe, Miranda, Elizabeth Cristina Arantes de Oliveira, Silva, Weliton José da","Hoehnea; 43(1); 27-37","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100027&lang=pt" 
"S2236-89062016000100001-scl","Novos registros de Trachelomonas Ehr. emend. Defl. (Euglenophyceae) para o Estado do Rio Grande do Sul e Brasil","Alves-da-Silva, Sandra Maria, Escobar, Karine Corrêa, Juliano, Viviane Berwanger","Hoehnea; 43(1); 1-10","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100001&lang=pt" 
"S2236-89062016000100011-scl","Partial purification of trypsin/papain inhibitors from Hymenaea courbaril L. seeds and antibacterial effect of protein fractions","Brito, Mônica Silva de, Melo, Mônica Brandão, Alves, Jamille Perdigão de Andrade, Fontenelle, Raquel Oliveira dos Santos, Mata, Marlene Feliciano, Andrade, Lúcia Betânia da Silva","Hoehnea; 43(1); 11-18","Hoehnea","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100011&lang=pt" 
